question_topic_name,question_grade,question_term,question_unit,question_type1,question_type2,question_filename,question_dataset,question_text
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_34735.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_30175.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00043_52123.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53602.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00042_30333.png,1,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_00042_30082.png,1,
각도를 나타내는 단위 알아보기,P4,1,02,1,0,P4_1_02_00042_84313.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00042_53258.png,1,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_00043_37595.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00042_28119.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00043_35048.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53623.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00042_98863.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00043_52106.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00043_00002.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00043_37205.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_32772.png,1,
평행사변형 알아보기,P4,2,04,1,0,P4_2_04_00043_54015.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00042_53332.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00043_37809.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53570.png,1,
직사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_92521.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00042_92571.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_55754.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00043_35074.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00043_52391.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_35185.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_31048.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00043_34917.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00043_53972.png,1,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_00042_30152.png,1,
둔각삼각형 알아보기,P4,2,02,1,0,P4_2_02_00043_37425.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00043_37907.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_51998.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_28772.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_83863.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00043_37766.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_51949.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_31054.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_30235.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53778.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54188.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00043_53402.png,1,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_00043_37741.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00043_53277.png,1,
직사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54368.png,1,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_00042_30167.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_51979.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_30202.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00042_53354.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36899.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53852.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52069.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37902.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00043_34662.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54249.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_51923.png,1,
각을 이용하여 정삼각형 그리기,P4,2,02,1,0,P4_2_02_00043_37680.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_51989.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00043_53262.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_35175.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00043_37786.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_93058.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_34686.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25663.png,1,
사각형의 네 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_00042_30207.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00043_53989.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52055.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25455.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37462.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53498.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25579.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00042_55706.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_98933.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_30216.png,1,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_00042_30083.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00042_30353.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00043_34884.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00043_37200.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36777.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00042_25131.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00042_32763.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00043_37773.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00043_53264.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54214.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_84237.png,1,
두 각도의 차 구하기,P4,1,02,1,0,P4_1_02_00042_30161.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_83949.png,1,
각을 이용하여 이등변삼각형 그리기,P4,2,02,1,0,P4_2_02_00043_37684.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00042_53232.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00043_34965.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00042_83941.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00042_28180.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_56751.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52322.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52272.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00043_34997.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52331.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53466.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53517.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53806.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54113.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00042_83885.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00042_54169.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00043_52098.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53876.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_28446.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53907.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00043_00012.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00042_88341.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_00056.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00042_54086.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_32787.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00042_54194.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_51974.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52188.png,1,
각도를 나타내는 단위 알아보기,P4,1,02,1,0,P4_1_02_00042_83468.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36753.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00042_28198.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_28061.png,1,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_00043_54266.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53617.png,1,
마름모 알아보기,P4,2,04,1,0,P4_2_04_00043_54166.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25416.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00042_53227.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00042_30352.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_35182.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00042_32758.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_35138.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00043_37204.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00043_52103.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25225.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52425.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37431.png,1,
마름모 알아보기,P4,2,04,1,0,P4_2_04_00043_54129.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53893.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00043_53396.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_28280.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54110.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52335.png,1,
마름모 알아보기,P4,2,04,1,0,P4_2_04_00042_55787.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37126.png,1,
이등변삼각형 알아보기,P4,2,02,1,0,P4_2_02_00043_37525.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_51986.png,1,
정삼각형 알아보기,P4,2,02,1,0,P4_2_02_00043_37496.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36776.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_28332.png,1,
정삼각형의 성질,P4,2,02,1,0,P4_2_02_00043_37911.png,1,
두 각도의 합 구하기,P4,1,02,1,0,P4_1_02_00043_37261.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52308.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00042_54178.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52177.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00043_34978.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_28092.png,1,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_00042_92184.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00043_37211.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00042_25102.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52027.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00043_37806.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00043_00010.png,1,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_00042_30172.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53902.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_52256.png,1,
두 각도의 차 구하기,P4,1,02,1,0,P4_1_02_00042_28231.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36759.png,1,
마름모 알아보기,P4,2,04,1,0,P4_2_04_00043_54125.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_52236.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00043_37714.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54080.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00043_34975.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53454.png,1,
각도를 나타내는 단위 알아보기,P4,1,02,1,0,P4_1_02_00042_31011.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_56769.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00042_54098.png,1,
이등변삼각형 알아보기,P4,2,02,1,0,P4_2_02_00043_37508.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25496.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00043_37759.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52009.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_32804.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00043_52112.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_55785.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_51961.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37721.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_35172.png,1,
평행사변형 알아보기,P4,2,04,1,0,P4_2_04_00042_55747.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00043_25538.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00041_76729.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52325.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00042_56708.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25168.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_51955.png,1,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_00043_37593.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37719.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00043_37762.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00043_52377.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52020.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37429.png,1,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_00043_37044.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_55774.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00043_34891.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00042_56705.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_31045.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25391.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52254.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54053.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53748.png,1,
둔각삼각형 알아보기,P4,2,02,1,0,P4_2_02_00043_37426.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_31103.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00042_93021.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00042_53230.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_31097.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52252.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25486.png,1,
정사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_92172.png,1,
예각삼각형 알아보기,P4,2,02,1,0,P4_2_02_00042_31107.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52025.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00043_37415.png,1,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_00043_37058.png,1,
마름모 알아보기,P4,2,04,1,0,P4_2_04_00042_55788.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52056.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52060.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36896.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53898.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53516.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00042_54115.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53761.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53697.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00043_00017.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25472.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25540.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00043_37410.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00042_54129.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52258.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_35115.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_28295.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52302.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52333.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_35191.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52231.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36764.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00043_35061.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_32773.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36783.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25465.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00042_30130.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_00058.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_28392.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00043_53947.png,1,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_00043_37744.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00042_28155.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00042_25138.png,1,
마름모 알아보기,P4,2,04,1,0,P4_2_04_00043_54147.png,1,
정사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54353.png,1,
각을 이용하여 정삼각형 그리기,P4,2,02,1,0,P4_2_02_00043_37529.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54238.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_33426.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25386.png,1,
삼각형의 세 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_00043_37352.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36875.png,1,
두 각도의 차 구하기,P4,1,02,1,0,P4_1_02_00043_37274.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53837.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00042_28191.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_55753.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53622.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00042_31085.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_51884.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25458.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00043_52414.png,1,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_00042_88356.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_98946.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_28348.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_34697.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37477.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00042_25121.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00042_53234.png,1,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_00042_55809.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00043_37198.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25674.png,1,
직사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_92522.png,1,
이등변삼각형 알아보기,P4,2,02,1,0,P4_2_02_00043_37547.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00043_34873.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00043_37712.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_27467.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00043_35041.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_00047.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52212.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00043_34893.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54101.png,1,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_00042_56798.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53506.png,1,
정사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54313.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25253.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53615.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_83914.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_98921.png,1,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_00043_37582.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_29570.png,1,
사각형의 네 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_00042_28063.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00042_52611.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00042_28139.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00043_37791.png,1,
각을 이용하여 이등변삼각형 그리기,P4,2,02,1,0,P4_2_02_00043_37520.png,1,
각도를 나타내는 단위 알아보기,P4,1,02,1,0,P4_1_02_00043_37087.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_30203.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00043_34968.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00043_34646.png,1,
두 각도의 차 구하기,P4,1,02,1,0,P4_1_02_00042_83895.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00043_53943.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_52257.png,1,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_00042_31004.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00042_54193.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_34688.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_34694.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37178.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_28386.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00042_84293.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_51869.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52319.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52191.png,1,
사각형의 네 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_00042_28414.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_35196.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25586.png,1,
