{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_51983.png'}
{'question_topic_name': '원 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00042_53268.png'}
{'question_topic_name': '직각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25436.png'}
{'question_topic_name': '삼각형의 변의 길이에 따라 분류하기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37840.png'}
{'question_topic_name': '정삼각형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37625.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_83909.png'}
{'question_topic_name': '직선 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00041_77110.png'}
{'question_topic_name': '정사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_35152.png'}
{'question_topic_name': '정사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25669.png'}
{'question_topic_name': '평행 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52028.png'}
{'question_topic_name': '삼각형에서 나머지 한 각의 크기 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37355.png'}
{'question_topic_name': '직사각형과 정사각형의 성질 활용', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54126.png'}
{'question_topic_name': '두 각도의 차 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P4_1_02_00042_30132.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_34678.png'}
{'question_topic_name': '각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_34924.png'}
{'question_topic_name': '평행사변형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54064.png'}
{'question_topic_name': '직사각형과 정사각형의 성질 활용', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_92170.png'}
{'question_topic_name': '사각형의 네 각의 크기의 합 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37399.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28282.png'}
{'question_topic_name': '평행 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52343.png'}
{'question_topic_name': '직사각형과 정사각형의 성질 활용', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54327.png'}
{'question_topic_name': '각도기와 자를 이용하여 각 그리기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30116.png'}
{'question_topic_name': '평행사변형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54047.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_98940.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30237.png'}
{'question_topic_name': '원을 이용하여 여러 가지 모양 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00042_53353.png'}
{'question_topic_name': '평행 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52365.png'}
{'question_topic_name': '원 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53392.png'}
{'question_topic_name': '이등변삼각형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37629.png'}
{'question_topic_name': '원의 반지름과 지름 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53275.png'}
{'question_topic_name': '정사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_35513.png'}
{'question_topic_name': '각도를 나타내는 단위 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30093.png'}
{'question_topic_name': '각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_34951.png'}
{'question_topic_name': '직각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_35012.png'}
{'question_topic_name': '각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_34930.png'}
{'question_topic_name': '지름의 성질 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53503.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_35111.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28716.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P3_1_02_00043_34685.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28086.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30226.png'}
{'question_topic_name': '직사각형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54364.png'}
{'question_topic_name': '각도기를 이용하여 각도 재기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_98905.png'}
{'question_topic_name': '정사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25237.png'}
{'question_topic_name': '이등변삼각형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37635.png'}
{'question_topic_name': '원을 이용하여 여러 가지 모양 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53836.png'}
{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_51873.png'}
{'question_topic_name': '삼각자를 사용하여 평행선 긋기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52392.png'}
{'question_topic_name': '원 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00042_92576.png'}
{'question_topic_name': '삼각자를 사용하여 평행선 긋기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_55701.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P4_1_02_00043_37167.png'}
{'question_topic_name': '삼각형을 각의 크기에 따라 분류하기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00042_99048.png'}
{'question_topic_name': '평행사변형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_55760.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_31049.png'}
{'question_topic_name': '마름모의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54222.png'}
{'question_topic_name': '삼각자를 사용하여 평행선 긋기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52400.png'}
{'question_topic_name': '직선 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_34896.png'}
{'question_topic_name': '삼각형의 변의 길이에 따라 분류하기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37837.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_34692.png'}
{'question_topic_name': '지름의 성질 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53581.png'}
{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52228.png'}
{'question_topic_name': '각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25400.png'}
{'question_topic_name': '삼각형에서 나머지 한 각의 크기 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28363.png'}
{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_51915.png'}
{'question_topic_name': '각을 이용하여 이등변삼각형 그리기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37545.png'}
{'question_topic_name': '사다리꼴 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_53952.png'}
{'question_topic_name': '지름의 성질 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53640.png'}
{'question_topic_name': '사각형의 네 각의 크기의 합 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30222.png'}
{'question_topic_name': '사다리꼴 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_53949.png'}
{'question_topic_name': '평행사변형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_56715.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P4_1_02_00043_37129.png'}
{'question_topic_name': '각도기와 자를 이용하여 각 그리기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28182.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25534.png'}
{'question_topic_name': '각도를 나타내는 단위 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37099.png'}
{'question_topic_name': '평행사변형 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54024.png'}
{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52211.png'}
{'question_topic_name': '원의 반지름과 지름 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53258.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P4_1_02_00042_83937.png'}
{'question_topic_name': '정사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25677.png'}
{'question_topic_name': '각도를 나타내는 단위 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P4_1_02_00042_28157.png'}
{'question_topic_name': '두 각도의 차 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28016.png'}
{'question_topic_name': '원 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53385.png'}
{'question_topic_name': '사다리꼴 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_53977.png'}
{'question_topic_name': '원 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53391.png'}
{'question_topic_name': '정사각형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54311.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28721.png'}
{'question_topic_name': '원을 이용하여 여러 가지 모양 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00042_52644.png'}
{'question_topic_name': '두 각도의 차 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30148.png'}
{'question_topic_name': '각도기를 이용하여 각도 재기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30098.png'}
{'question_topic_name': '각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_34937.png'}
{'question_topic_name': '정삼각형 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37509.png'}
{'question_topic_name': '삼각형을 각의 크기에 따라 분류하기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37452.png'}
{'question_topic_name': '원 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53360.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25183.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_29748.png'}
{'question_topic_name': '평행사변형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54093.png'}
{'question_topic_name': '마름모의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54220.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28394.png'}
{'question_topic_name': '원 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P3_2_03_00043_53373.png'}
{'question_topic_name': '직사각형과 정사각형의 성질 활용', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_92822.png'}
{'question_topic_name': '둔각삼각형 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00042_30393.png'}
{'question_topic_name': '삼각형에서 나머지 한 각의 크기 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28268.png'}
{'question_topic_name': '삼각형을 각의 크기에 따라 분류하기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00042_30384.png'}
{'question_topic_name': '각도기와 자를 이용하여 각 그리기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30125.png'}
{'question_topic_name': '정사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_34742.png'}
{'question_topic_name': '원의 반지름과 지름 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53322.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37801.png'}
{'question_topic_name': '지름의 성질 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53475.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30210.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25570.png'}
{'question_topic_name': '평행사변형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_55741.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30354.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_31226.png'}
{'question_topic_name': '삼각형을 각의 크기에 따라 분류하기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00042_28746.png'}
{'question_topic_name': '각도기와 자를 이용하여 각 그리기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37212.png'}
{'question_topic_name': '평행 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52347.png'}
{'question_topic_name': '직각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_83604.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_27361.png'}
{'question_topic_name': '원을 이용하여 여러 가지 모양 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53860.png'}
{'question_topic_name': '각도기와 자를 이용하여 각 그리기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37226.png'}
{'question_topic_name': '정사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25577.png'}
{'question_topic_name': '둔각삼각형 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37703.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37177.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_35116.png'}
{'question_topic_name': '두 각도의 차 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_31080.png'}
{'question_topic_name': '원을 이용하여 여러 가지 모양 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53801.png'}
{'question_topic_name': '삼각형에서 나머지 한 각의 크기 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37909.png'}
{'question_topic_name': '평행 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52080.png'}
{'question_topic_name': '지름의 성질 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53756.png'}
{'question_topic_name': '각의 크기 비교하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_98856.png'}
{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_51882.png'}
{'question_topic_name': '마름모의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_55038.png'}
{'question_topic_name': '정사각형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54345.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37409.png'}
{'question_topic_name': '두 각도의 차 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_83450.png'}
{'question_topic_name': '평행사변형 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54034.png'}
